Hierarchy;Name (location);Time/Call;Time;Calls;% Time
  | |   +-;0x80596d4;;10.000ms;;0.6666667
  | +-;std::_Vector_base<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::_M_deallocate(cv::Ptr<cv::videostab::InpainterBase>*, unsigned int);0ns;0ns;1;0.0
  | +-;std::_Vector_base<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::_M_get_Tp_allocator();0ns;0ns;1;0.0
  | +-;std::_Vector_base<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::_Vector_base();0ns;0ns;1;0.0
  | +-;std::_Vector_base<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::_Vector_impl::_Vector_impl();0ns;0ns;1;0.0
  | +-;std::_Vector_base<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::_Vector_impl::~_Vector_impl();0ns;0ns;1;0.0
  | +-;std::_Vector_base<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::~_Vector_base();0ns;0ns;1;0.0
  | +-;std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::begin() const;0ns;0ns;1;0.0
  | +-;std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::empty() const;0ns;0ns;1;0.0
  | +-;std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::end() const;0ns;0ns;1;0.0
  | +-;std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::vector();0ns;0ns;1;0.0
  | +-;std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > >::~vector();0ns;0ns;1;0.0
  | +-;std::vector<float, std::allocator<float> >::_M_erase_at_end(float*);0ns;0ns;1;0.0
  | +-;std::vector<float, std::allocator<float> >::clear();0ns;0ns;1;0.0
  | +-;cv::Point_<float>* std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate_and_copy<cv::Point_<float>*>(unsigned int, cv::Point_<float>*, cv::Point_<float>*);0ns;0ns;2;0.0
  | +-;std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_deallocate(cv::KeyPoint*, unsigned int);0ns;0ns;2;0.0
  | +-;std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_M_get_Tp_allocator();0ns;0ns;2;0.0
  | +-;std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_base();0ns;0ns;2;0.0
  | +-;std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::_Vector_impl();0ns;0ns;2;0.0
  | +-;std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::_Vector_impl::~_Vector_impl();0ns;0ns;2;0.0
  | +-;std::_Vector_base<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~_Vector_base();0ns;0ns;2;0.0
  | +-;std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned int);0ns;0ns;2;0.0
  | +-;std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned int);0ns;0ns;2;0.0
  | +-;std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator();0ns;0ns;2;0.0
  | +-;std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base();0ns;0ns;2;0.0
  | +-;std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl();0ns;0ns;2;0.0
  | +-;std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl();0ns;0ns;2;0.0
  | +-;std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base();0ns;0ns;2;0.0
  | +-;std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::vector();0ns;0ns;2;0.0
  | +-;std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::~vector();0ns;0ns;2;0.0
  | +-;std::vector<float, std::allocator<float> >::_M_check_len(unsigned int, char const*) const;0ns;0ns;2;0.0
  | +-;std::vector<float, std::allocator<float> >::begin();0ns;0ns;2;0.0
  | +-;std::vector<float, std::allocator<float> >::end();0ns;0ns;2;0.0
  | +-;std::vector<float, std::allocator<float> >::insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&);0ns;0ns;2;0.0
  | +-;std::vector<float, std::allocator<float> >::resize(unsigned int, float);0ns;0ns;2;0.0
  | +-;std::vector<unsigned char, std::allocator<unsigned char> >::vector();0ns;0ns;2;0.0
  | +-;std::vector<unsigned char, std::allocator<unsigned char> >::~vector();0ns;0ns;2;0.0
  | +-;std::_Vector_base<float, std::allocator<float> >::_Vector_base();0ns;0ns;3;0.0
  | +-;std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl();0ns;0ns;3;0.0
  | +-;std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl();0ns;0ns;3;0.0
  | +-;std::_Vector_base<float, std::allocator<float> >::~_Vector_base();0ns;0ns;3;0.0
  | +-;std::vector<float, std::allocator<float> >::vector();0ns;0ns;3;0.0
  | +-;std::vector<float, std::allocator<float> >::~vector();0ns;0ns;3;0.0
  | +-;std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const;0ns;0ns;4;0.0
  | +-;std::vector<float, std::allocator<float> >::max_size() const;0ns;0ns;4;0.0
  | +-;std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base();0ns;0ns;5;0.0
  | +-;std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::_Vector_impl();0ns;0ns;5;0.0
  | +-;std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::~_Vector_impl();0ns;0ns;5;0.0
  | +-;std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base();0ns;0ns;5;0.0
  | +-;std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned int);0ns;0ns;5;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_erase_at_end(cv::Mat*);0ns;0ns;5;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::clear();0ns;0ns;5;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::end();0ns;0ns;5;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&);0ns;0ns;5;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::resize(unsigned int, cv::Mat);0ns;0ns;5;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::vector();0ns;0ns;5;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector();0ns;0ns;5;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_base();0ns;0ns;8;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::_Vector_impl();0ns;0ns;8;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::vector();0ns;0ns;8;0.0
  | +-;std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator();0ns;0ns;12;0.0
  | +-;std::vector<float, std::allocator<float> >::size() const;0ns;0ns;12;0.0
  | +-;std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned int);0ns;0ns;526;0.0
  | +-;std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&);0ns;0ns;526;0.0
  | +-;std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&);0ns;0ns;526;0.0
  | +-;std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl();0ns;0ns;526;0.0
  | +-;std::_Vector_base<int, std::allocator<int> >::~_Vector_base();0ns;0ns;526;0.0
  | +-;std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned int, int const&);0ns;0ns;526;0.0
  | +-;std::vector<int, std::allocator<int> >::vector(unsigned int, int const&, std::allocator<int> const&);0ns;0ns;526;0.0
  | +-;std::vector<int, std::allocator<int> >::~vector();0ns;0ns;526;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_erase_at_end(cv::Point_<float>*);0ns;0ns;1052;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::capacity() const;0ns;0ns;1052;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::clear();0ns;0ns;1052;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::end();0ns;0ns;1053;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&);0ns;0ns;1053;0.0
  | +-;std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_allocate(unsigned int);0ns;0ns;1057;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_check_len(unsigned int, char const*) const;0ns;0ns;1057;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::begin();0ns;0ns;1057;0.0
  | +-;std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned int);0ns;0ns;1062;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::resize(unsigned int, cv::Point_<float>);0ns;0ns;1578;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_create_storage(unsigned int);0ns;0ns;2104;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_base(unsigned int, std::allocator<cv::Point_<float> > const&);0ns;0ns;2104;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::_Vector_impl(std::allocator<cv::Point_<float> > const&);0ns;0ns;2104;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_initialize(unsigned int, cv::Point_<float> const&);0ns;0ns;2104;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::vector(unsigned int, cv::Point_<float> const&, std::allocator<cv::Point_<float> > const&);0ns;0ns;2104;0.0
  | +-;std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const;0ns;0ns;2104;0.0
  | +-;std::vector<int, std::allocator<int> >::begin();0ns;0ns;2104;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::~_Vector_impl();0ns;0ns;2112;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::~_Vector_base();0ns;0ns;2112;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::~vector();0ns;0ns;2112;0.0
  | +-;std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator() const;0ns;0ns;2114;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::max_size() const;0ns;0ns;2114;0.0
  | +-;std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int);0ns;0ns;2630;0.0
  | +-;std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int);0ns;0ns;2630;0.0
  | +-;std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const;0ns;0ns;4208;0.0
  | +-;std::vector<int, std::allocator<int> >::max_size() const;0ns;0ns;4208;0.0
  | +-;std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator();0ns;0ns;4238;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::operator[](unsigned int);0ns;0ns;4413;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::_M_swap_data(std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl&);0ns;0ns;8400;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::swap(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >&);0ns;0ns;8400;0.0
  | +-;std::vector<int, std::allocator<int> >::size() const;0ns;0ns;8416;0.0
  | +-;std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator();0ns;0ns;9468;0.0
  | +-;std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::operator[](unsigned int);0ns;0ns;26300;0.0
  | +-;std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned int);0ns;0ns;26300;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_check_len(unsigned int, char const*) const;0ns;0ns;31035;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::begin();0ns;0ns;31035;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate(unsigned int);0ns;0ns;33141;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_deallocate(cv::Point_<float>*, unsigned int);0ns;0ns;33149;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::push_back(cv::Point_<float> const&);0ns;0ns;52298;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() const;0ns;0ns;63122;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::max_size() const;0ns;0ns;63122;0.0
  | +-;std::vector<float, std::allocator<float> >::operator[](unsigned int);0ns;0ns;82318;0.0
  | +-;std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator();0ns;0ns;116230;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::size() const;0ns;0ns;155176;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::operator[](unsigned int);0ns;0ns;237880;0.0
  | +-;std::vector<int, std::allocator<int> >::operator[](unsigned int);0ns;0ns;285717;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::operator[](unsigned int) const;0ns;0ns;820527;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::size() const;0ns;0ns;829178;0.0
  |   +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::size() const (stl_vector.h:625);;0ns;;0.0
  |     +-;0x804e1fa;;0ns;;0.0
  +-;vector.tcc;;10.000ms;;0.6666667
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&);;10.000ms;0;0.6666667
  | | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:367);;10.000ms;;0.6666667
  | |   +-;0x805a580;;10.000ms;;0.6666667
  | +-;std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&);0ns;0ns;2;0.0
  | +-;std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&);0ns;0ns;5;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int);0ns;0ns;1052;0.0
  | +-;std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&);0ns;0ns;1053;0.0
  | +-;std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned int, int const&);;0ns;0;0.0
  +-;??;;0ns;;0.0
  | +-;__libc_csu_init;;0ns;0;0.0
  +-;alloc_traits.h;;0ns;;0.0
  | +-;__gnu_cxx::__alloc_traits<std::allocator<float> >::max_size(std::allocator<float> const&);0ns;0ns;4;0.0
  | +-;__gnu_cxx::__alloc_traits<std::allocator<cv::Mat> >::max_size(std::allocator<cv::Mat> const&);0ns;0ns;2114;0.0
  | +-;__gnu_cxx::__alloc_traits<std::allocator<int> >::max_size(std::allocator<int> const&);0ns;0ns;4208;0.0
  | +-;__gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::_S_on_swap(std::allocator<cv::Point_<float> >&, std::allocator<cv::Point_<float> >&);0ns;0ns;8400;0.0
  | +-;__gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::max_size(std::allocator<cv::Point_<float> > const&);0ns;0ns;63122;0.0
  | +-;void __gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::construct<cv::Point_<float> >(std::allocator<cv::Point_<float> >&, cv::Point_<float>*, cv::Point_<float> const&);0ns;0ns;82280;0.0
  +-;allocator.h;;0ns;;0.0
  | +-;std::allocator<cv::Ptr<cv::videostab::InpainterBase> >::allocator();0ns;0ns;1;0.0
  | +-;std::allocator<cv::Ptr<cv::videostab::InpainterBase> >::~allocator();0ns;0ns;1;0.0
  | +-;std::allocator<cv::KeyPoint>::allocator();0ns;0ns;2;0.0
  | +-;std::allocator<cv::KeyPoint>::~allocator();0ns;0ns;2;0.0
  | +-;std::allocator<unsigned char>::allocator();0ns;0ns;2;0.0
  | +-;std::allocator<unsigned char>::~allocator();0ns;0ns;2;0.0
  | +-;std::allocator<float>::allocator();0ns;0ns;3;0.0
  | +-;std::allocator<float>::~allocator();0ns;0ns;3;0.0
  | +-;std::allocator<cv::Mat>::allocator();0ns;0ns;5;0.0
  | +-;std::allocator<cv::Mat>::~allocator();0ns;0ns;5;0.0
  | +-;std::allocator<int>::allocator();0ns;0ns;526;0.0
  | +-;std::allocator<int>::allocator(std::allocator<int> const&);0ns;0ns;526;0.0
  | +-;std::allocator<int>::~allocator();0ns;0ns;1052;0.0
  | +-;std::allocator<cv::Point_<float> >::allocator(std::allocator<cv::Point_<float> > const&);0ns;0ns;2104;0.0
  | +-;std::allocator<cv::Point_<float> >::allocator();0ns;0ns;2112;0.0
  | +-;std::allocator<cv::Point_<float> >::~allocator();0ns;0ns;4216;0.0
  | +-;std::__alloc_swap<std::allocator<cv::Point_<float> >, true>::_S_do_it(std::allocator<cv::Point_<float> >&, std::allocator<cv::Point_<float> >&);0ns;0ns;8400;0.0
  +-;basic_string.h;;0ns;;0.0
  | +-;bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*);0ns;0ns;6;0.0
  | +-;std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*);0ns;0ns;7;0.0
  | +-;bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*);0ns;0ns;31;0.0
  +-;core.hpp;;0ns;;0.0
  | +-;float cv::CommandLineParser::get<float>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) const;0ns;0ns;3;0.0
  | +-;int cv::CommandLineParser::get<int>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) const;0ns;0ns;3;0.0
  | +-;std::basic_string<char, std::char_traits<char>, std::allocator<char> > cv::CommandLineParser::get<std::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) const;0ns;0ns;30;0.0
  | +-;cv::Mat_<float>::~Mat_();0ns;0ns;170950;0.0
  +-;deblurring.cpp;;0ns;;0.0
  | +-;_GLOBAL__sub_I__ZN2cv9videostab14calcBlurrinessERKNS_3MatE;0ns;0ns;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0ns;1;0.0
  +-;deblurring.hpp;;0ns;;0.0
  | +-;cv::videostab::DeblurerBase::DeblurerBase();0ns;0ns;1;0.0
  | +-;cv::videostab::DeblurerBase::~DeblurerBase();0ns;0ns;1;0.0
  | +-;cv::videostab::NullDeblurer::NullDeblurer();0ns;0ns;1;0.0
  | +-;cv::videostab::NullDeblurer::~NullDeblurer();0ns;0ns;1;0.0
  | +-;cv::videostab::NullDeblurer::~NullDeblurer();0ns;0ns;1;0.0
  +-;fast_marching.cpp;;0ns;;0.0
  | +-;_GLOBAL__sub_I__ZNK2cv9videostab18FastMarchingMethod5solveEiiii;0ns;0ns;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0ns;1;0.0
  +-;frame_source.cpp;;0ns;;0.0
  | +-;_GLOBAL__sub_I__ZN2cv9videostab15VideoFileSourceC2ERKSsb;0ns;0ns;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0ns;1;0.0
  | +-;cv::videostab::(anonymous namespace)::VideoFileSourceImpl::VideoFileSourceImpl(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool);0ns;0ns;1;0.0
  | +-;cv::videostab::(anonymous namespace)::VideoFileSourceImpl::count();0ns;0ns;1;0.0
  | +-;cv::videostab::(anonymous namespace)::VideoFileSourceImpl::fps();0ns;0ns;1;0.0
  | +-;cv::videostab::(anonymous namespace)::VideoFileSourceImpl::reset();0ns;0ns;1;0.0
  | +-;cv::videostab::(anonymous namespace)::VideoFileSourceImpl::~VideoFileSourceImpl();0ns;0ns;1;0.0
  | +-;cv::videostab::(anonymous namespace)::VideoFileSourceImpl::~VideoFileSourceImpl();0ns;0ns;1;0.0
  | +-;cv::videostab::VideoFileSource::VideoFileSource(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool);0ns;0ns;1;0.0
  | +-;cv::videostab::VideoFileSource::count();0ns;0ns;1;0.0
  | +-;cv::videostab::VideoFileSource::fps();0ns;0ns;1;0.0
  | +-;cv::videostab::(anonymous namespace)::VideoFileSourceImpl::nextFrame();0ns;0ns;567;0.0
  | +-;cv::videostab::VideoFileSource::nextFrame();0ns;0ns;567;0.0
  +-;frame_source.hpp;;0ns;;0.0
  | +-;cv::videostab::NullFrameSource::NullFrameSource();0ns;0ns;1;0.0
  | +-;cv::videostab::NullFrameSource::~NullFrameSource();0ns;0ns;1;0.0
  | +-;cv::videostab::NullFrameSource::~NullFrameSource();0ns;0ns;1;0.0
  | +-;cv::videostab::VideoFileSource::~VideoFileSource();0ns;0ns;1;0.0
  | +-;cv::videostab::VideoFileSource::~VideoFileSource();0ns;0ns;1;0.0
  | +-;cv::videostab::IFrameSource::IFrameSource();0ns;0ns;4;0.0
  | +-;cv::videostab::IFrameSource::~IFrameSource();0ns;0ns;4;0.0
  +-;global_motion.hpp;;0ns;;0.0
  | +-;cv::videostab::MotionEstimatorRansacL2::ransacParams() const;0ns;0ns;1;0.0
  | +-;cv::videostab::ImageMotionEstimatorBase::ImageMotionEstimatorBase(cv::videostab::MotionModel);0ns;0ns;2;0.0
  | +-;cv::videostab::ImageMotionEstimatorBase::setMotionModel(cv::videostab::MotionModel);0ns;0ns;2;0.0
  | +-;cv::videostab::ImageMotionEstimatorBase::~ImageMotionEstimatorBase();0ns;0ns;2;0.0
  | +-;cv::videostab::KeypointBasedMotionEstimator::setOpticalFlowEstimator(cv::Ptr<cv::videostab::ISparseOptFlowEstimator>);0ns;0ns;2;0.0
  | +-;cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator();0ns;0ns;2;0.0
  | +-;cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator();0ns;0ns;2;0.0
  | +-;cv::videostab::MotionEstimatorBase::MotionEstimatorBase(cv::videostab::MotionModel);0ns;0ns;2;0.0
  | +-;cv::videostab::MotionEstimatorBase::setMotionModel(cv::videostab::MotionModel);0ns;0ns;2;0.0
  | +-;cv::videostab::MotionEstimatorBase::~MotionEstimatorBase();0ns;0ns;2;0.0
  | +-;cv::videostab::MotionEstimatorRansacL2::~MotionEstimatorRansacL2();0ns;0ns;2;0.0
  | +-;cv::videostab::MotionEstimatorRansacL2::~MotionEstimatorRansacL2();0ns;0ns;2;0.0
  | +-;cv::videostab::KeypointBasedMotionEstimator::setDetector(cv::Ptr<cv::FeatureDetector>);0ns;0ns;3;0.0
  | +-;cv::videostab::KeypointBasedMotionEstimator::setOutlierRejector(cv::Ptr<cv::videostab::IOutlierRejector>);0ns;0ns;3;0.0
  | +-;cv::videostab::MotionEstimatorRansacL2::setMinInlierRatio(float);0ns;0ns;3;0.0
  | +-;cv::videostab::MotionEstimatorRansacL2::setRansacParams(cv::videostab::RansacParams const&);0ns;0ns;3;0.0
  | +-;cv::videostab::KeypointBasedMotionEstimator::motionModel() const;0ns;0ns;528;0.0
  | +-;cv::videostab::MotionEstimatorBase::motionModel() const;0ns;0ns;1582;0.0
  +-;highgui_c.h;;0ns;;0.0
  | +-;CV_FOURCC;0ns;0ns;1;0.0
  +-;inpainting.cpp;;0ns;;0.0
  | +-;_GLOBAL__sub_I__ZN2cv9videostab18InpaintingPipeline9setRadiusEi;0ns;0ns;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0ns;1;0.0
  +-;inpainting.hpp;;0ns;;0.0
  | +-;cv::videostab::InpaintingPipeline::InpaintingPipeline();0ns;0ns;1;0.0
  | +-;cv::videostab::InpaintingPipeline::empty() const;0ns;0ns;1;0.0
  | +-;cv::videostab::InpaintingPipeline::~InpaintingPipeline();0ns;0ns;1;0.0
  | +-;cv::videostab::InpaintingPipeline::~InpaintingPipeline();0ns;0ns;1;0.0
  | +-;cv::videostab::NullInpainter::NullInpainter();0ns;0ns;1;0.0
  | +-;cv::videostab::NullInpainter::~NullInpainter();0ns;0ns;1;0.0
  | +-;cv::videostab::NullInpainter::~NullInpainter();0ns;0ns;1;0.0
  | +-;cv::videostab::InpainterBase::InpainterBase();0ns;0ns;2;0.0
  | +-;cv::videostab::InpainterBase::~InpainterBase();0ns;0ns;2;0.0
  +-;log.cpp;;0ns;;0.0
  | +-;_GLOBAL__sub_I__ZN2cv9videostab11LogToStdout5printEPKcz;0ns;0ns;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0ns;1;0.0
  | +-;cv::videostab::LogToStdout::print(char const*, ...);0ns;0ns;569;0.0
  +-;log.hpp;;0ns;;0.0
  | +-;cv::videostab::ILog::ILog();0ns;0ns;1;0.0
  | +-;cv::videostab::ILog::~ILog();0ns;0ns;1;0.0
  | +-;cv::videostab::LogToStdout::LogToStdout();0ns;0ns;1;0.0
  | +-;cv::videostab::LogToStdout::~LogToStdout();0ns;0ns;1;0.0
